COLUMN,0
DES,AAMC,STK,SMART/AMEX,,,,,
DES,AAME,STK,SMART/AMEX,,,,,
DES,AAOI,STK,SMART/AMEX,,,,,
DES,ABEO,STK,SMART/AMEX,,,,,
DES,ABTX,STK,SMART/AMEX,,,,,
DES,ABUS,STK,SMART/AMEX,,,,,
DES,ACBI,STK,SMART/AMEX,,,,,
DES,ACER,STK,SMART/AMEX,,,,,
DES,ACLS,STK,SMART/AMEX,,,,,
DES,ACNB,STK,SMART/AMEX,,,,,
DES,ACOR,STK,SMART/AMEX,,,,,
DES,ACRE,STK,SMART/AMEX,,,,,
DES,ACRS,STK,SMART/AMEX,,,,,
DES,ACRX,STK,SMART/AMEX,,,,,
DES,ACTG,STK,SMART/AMEX,,,,,
DES,ACU,STK,SMART/AMEX,,,,,
DES,ADES,STK,SMART/AMEX,,,,,
DES,ADMA,STK,SMART/AMEX,,,,,
DES,ADMP,STK,SMART/AMEX,,,,,
DES,ADMS,STK,SMART/AMEX,,,,,
DES,ADRO,STK,SMART/AMEX,,,,,
DES,ADUS,STK,SMART/AMEX,,,,,
DES,ADVM,STK,SMART/AMEX,,,,,
DES,AE,STK,SMART/AMEX,,,,,
DES,AEGN,STK,SMART/AMEX,,,,,
DES,AEHR,STK,SMART/AMEX,,,,,
DES,AEYE,STK,SMART/AMEX,,,,,
DES,AEZS,STK,SMART/AMEX,,,,,
DES,AFI,STK,SMART/AMEX,,,,,
DES,AFMD,STK,SMART/AMEX,,,,,
DES,AGE,STK,SMART/AMEX,,,,,
DES,AGEN,STK,SMART/AMEX,,,,,
DES,AGFS,STK,SMART/AMEX,,,,,
DES,AGLE,STK,SMART/AMEX,,,,,
DES,AGM,STK,SMART/AMEX,,,,,
DES,AGRX,STK,SMART/AMEX,,,,,
DES,AGS,STK,SMART/AMEX,,,,,
DES,AGTC,STK,SMART/AMEX,,,,,
DES,AGX,STK,SMART/AMEX,,,,,
DES,AGYS,STK,SMART/AMEX,,,,,
DES,AHC,STK,SMART/AMEX,,,,,
DES,AHT,STK,SMART/AMEX,,,,,
DES,AI,STK,SMART/AMEX,,,,,
DES,AINC,STK,SMART/AMEX,,,,,
DES,AIRG,STK,SMART/AMEX,,,,,
DES,AIRI,STK,SMART/AMEX,,,,,

DES,AJX,STK,SMART/AMEX,,,,,
DES,AKBA,STK,SMART/AMEX,,,,,
DES,AKTS,STK,SMART/AMEX,,,,,
DES,ALBO,STK,SMART/AMEX,,,,,
DES,ALCO,STK,SMART/AMEX,,,,,
DES,ALDX,STK,SMART/AMEX,,,,,
DES,ALJJ,STK,SMART/AMEX,,,,,
DES,ALNA,STK,SMART/AMEX,,,,,
DES,ALOT,STK,SMART/AMEX,,,,,
DES,ALPN,STK,SMART/AMEX,,,,,
DES,ALRN,STK,SMART/AMEX,,,,,
DES,ALSK,STK,SMART/AMEX,,,,,
DES,ALT,STK,SMART/AMEX,,,,,
DES,AMAG,STK,SMART/AMEX,,,,,
DES,AMAL,STK,SMART/AMEX,,,,,
DES,AMEH,STK,SMART/AMEX,,,,,
DES,AMNB,STK,SMART/AMEX,,,,,
DES,AMOT,STK,SMART/AMEX,,,,,
DES,AMRC,STK,SMART/AMEX,,,,,
DES,AMRK,STK,SMART/AMEX,,,,,
DES,AMRS,STK,SMART/AMEX,,,,,
DES,AMSC,STK,SMART/AMEX,,,,,
DES,AMSWA,STK,SMART/AMEX,,,,,
DES,AMTB,STK,SMART/AMEX,,,,,
DES,ANGO,STK,SMART/AMEX,,,,,
DES,ANH,STK,SMART/AMEX,,,,,
DES,ANIK,STK,SMART/AMEX,,,,,
DES,ANIP,STK,SMART/AMEX,,,,,
DES,ANIX,STK,SMART/AMEX,,,,,

DES,AOSL,STK,SMART/AMEX,,,,,
DES,AP,STK,SMART/AMEX,,,,,
DES,APEI,STK,SMART/AMEX,,,,,
DES,APEN,STK,SMART/AMEX,,,,,
DES,APPS,STK,SMART/AMEX,,,,,
DES,APT,STK,SMART/AMEX,,,,,
DES,APTS,STK,SMART/AMEX,,,,,
DES,APTX,STK,SMART/AMEX,,,,,
DES,APYX,STK,SMART/AMEX,,,,,

DES,AQB,STK,SMART/AMEX,,,,,
DES,AQMS,STK,SMART/AMEX,,,,,
DES,AQST,STK,SMART/AMEX,,,,,
DES,ARA,STK,SMART/AMEX,,,,,
DES,ARAV,STK,SMART/AMEX,,,,,
DES,ARAY,STK,SMART/AMEX,,,,,
DES,ARC,STK,SMART/AMEX,,,,,
DES,ARCT,STK,SMART/AMEX,,,,,
DES,ARDS,STK,SMART/AMEX,,,,,
DES,ARDX,STK,SMART/AMEX,,,,,
DES,AREC,STK,SMART/AMEX,,,,,
DES,ARKR,STK,SMART/AMEX,,,,,
DES,ARL,STK,SMART/AMEX,,,,,
DES,ARLO,STK,SMART/AMEX,,,,,
DES,ARMP,STK,SMART/AMEX,,,,,
DES,AROW,STK,SMART/AMEX,,,,,
DES,ARPO,STK,SMART/AMEX,,,,,

DES,ARTNA,STK,SMART/AMEX,,,,,

DES,ARVN,STK,SMART/AMEX,,,,,
DES,ASC,STK,SMART/AMEX,,,,,
DES,ASFI,STK,SMART/AMEX,,,,,
DES,ASMB,STK,SMART/AMEX,,,,,

DES,ASPN,STK,SMART/AMEX,,,,,
DES,ASPS,STK,SMART/AMEX,,,,,
DES,ASPU,STK,SMART/AMEX,,,,,
DES,ASRT,STK,SMART/AMEX,,,,,
DES,ASRV,STK,SMART/AMEX,,,,,
DES,ASUR,STK,SMART/AMEX,,,,,
DES,ASYS,STK,SMART/AMEX,,,,,
DES,AT,STK,SMART/AMEX,,,,,
DES,ATEC,STK,SMART/AMEX,,,,,
DES,ATEN,STK,SMART/AMEX,,,,,
DES,ATEX,STK,SMART/AMEX,,,,,
DES,ATHX,STK,SMART/AMEX,,,,,
DES,ATLC,STK,SMART/AMEX,,,,,
DES,ATLO,STK,SMART/AMEX,,,,,
DES,ATOM,STK,SMART/AMEX,,,,,
DES,ATRS,STK,SMART/AMEX,,,,,
DES,ATXI,STK,SMART/AMEX,,,,,
DES,AUBN,STK,SMART/AMEX,,,,,
DES,AUTO,STK,SMART/AMEX,,,,,
DES,AVCO,STK,SMART/AMEX,,,,,
DES,AVD,STK,SMART/AMEX,,,,,

DES,AVID,STK,SMART/AMEX,,,,,
DES,AVNW,STK,SMART/AMEX,,,,,
DES,AVRO,STK,SMART/AMEX,,,,,
DES,AVXL,STK,SMART/AMEX,,,,,
DES,AWRE,STK,SMART/AMEX,,,,,
DES,AXAS,STK,SMART/AMEX,,,,,
DES,AXLA,STK,SMART/AMEX,,,,,
DES,AXNX,STK,SMART/AMEX,,,,,
DES,AXR,STK,SMART/AMEX,,,,,
DES,AXSM,STK,SMART/AMEX,,,,,
DES,AXTI,STK,SMART/AMEX,,,,,
DES,AYTU,STK,SMART/AMEX,,,,,
DES,AZRX,STK,SMART/AMEX,,,,,

DES,BBCP,STK,SMART/AMEX,,,,,
DES,BBGI,STK,SMART/AMEX,,,,,
DES,BBSI,STK,SMART/AMEX,,,,,
DES,BBW,STK,SMART/AMEX,,,,,
DES,BBX,STK,SMART/AMEX,,,,,
DES,BCBP,STK,SMART/AMEX,,,,,
DES,BCEI,STK,SMART/AMEX,,,,,
DES,BCLI,STK,SMART/AMEX,,,,,
DES,BCML,STK,SMART/AMEX,,,,,
DES,BCOV,STK,SMART/AMEX,,,,,

DES,BCRX,STK,SMART/AMEX,,,,,
DES,BCTF,STK,SMART/AMEX,,,,,
DES,BDGE,STK,SMART/AMEX,,,,,
DES,BDL,STK,SMART/AMEX,,,,,
DES,BDSI,STK,SMART/AMEX,,,,,
DES,BELFB,STK,SMART/AMEX,,,,,
DES,BFC,STK,SMART/AMEX,,,,,
DES,BFIN,STK,SMART/AMEX,,,,,
DES,BFST,STK,SMART/AMEX,,,,,
DES,BGFV,STK,SMART/AMEX,,,,,

DES,BGSF,STK,SMART/AMEX,,,,,
DES,BH,STK,SMART/AMEX,,,,,
DES,BHB,STK,SMART/AMEX,,,,,
DES,BHR,STK,SMART/AMEX,,,,,
DES,BHTG,STK,SMART/AMEX,,,,,
DES,BIOL,STK,SMART/AMEX,,,,,


DES,BKSC,STK,SMART/AMEX,,,,,
DES,BKTI,STK,SMART/AMEX,,,,,
DES,BLBD,STK,SMART/AMEX,,,,,
DES,BLCM,STK,SMART/AMEX,,,,,
